"","INDEX","YEAR","MN","HR","DT","...SLP","..MSLP","..DBT","..WBT","..DPT",".RH","..VP","DD","FFF","AW","VV","Cl","A","Cm","A.1","Ch","A.2","Dl","Dm","Dh","TC","h","c","a","Ht","..R.F",".EVP","DW","P","H",".WAT","Date"
"1269",43063,2008,6,7.5,22,944.1,1005.25,26.7,22.7,20.8,71,244.5,27,6,10,97,7,3.5,3,2.5,0.5,1,6,9,4.5,7,5,7,1.5,22,0.25,2.65,26.55,NA,NA,NA,NA
"1270",43063,2008,6,7.5,23,943.85,1005.3,25.8,22.85,21.5,79,257.5,27,7,11.5,96.5,7,5,1,1.5,3,4.5,7,2.5,3.5,4,13.5,4.05,1.45,22.5,NA,NA,NA,NA,NA,NA,NA
"1271",43063,2008,6,7.5,24,942.75,1003.8,27.1,22.8,20.8,68.5,245.5,27,11,12,97,7.5,4.5,1.5,0.5,1,2,6,4.5,9,7,5,6.5,3,24,0.2,2.8,26.9,NA,NA,NA,NA
"1272",43063,2008,6,7.5,25,943.45,1005.1,24.8,22.45,21.35,81,254,25,3,9,97,7,4.5,0,0,0.5,1,6,0,4.5,7,5,7,2.5,22,0.2,1.6,26.45,NA,NA,NA,NA
"1273",43063,2008,6,7.5,26,943.15,1004.45,26.5,22.6,20.8,71,246,27,5,7.5,97,7,2.5,3,2.5,0,0,6,9,0,5.5,5,7,1.5,22,0.05,1.5,26.45,NA,NA,NA,NA
"1274",43063,2008,6,7.5,27,942.6,1003.95,25.85,22.9,21.5,77.5,256.5,27,6,9,97,7,4.5,1.5,0.5,0.5,2,6,4.5,4.5,7,5,7,3,22,0.5,1.95,27.1,NA,NA,NA,NA
"1275",43063,2008,6,7.5,28,942.7,1002.9,26,22.35,20.65,72.5,243.5,26,8,9.5,97,7,6,0,0,0.5,1,6,0,4.5,7,5,7,3.5,22,1.45,1.7,25.8,NA,NA,NA,NA
"1276",43063,2008,6,7.5,29,940.8,1002.35,23.95,22.7,22.15,89.5,267,26,2,5.5,97,7,5,0,0,0,0,6,0,0,7,5,7,5,22,1.2,2.35,25.25,NA,NA,NA,NA
"1277",43063,2008,6,7.5,30,941.15,1002.7,24.3,23.05,22.55,90,273.5,27,4,6.5,97,7,6.5,1.5,0.5,0,0,6,4.5,0,7,5,7,3.5,22,23.95,0.7,24.9,NA,NA,NA,NA
"1278",43063,2008,7,7.5,1,943,1004.6,24.6,21.9,20.7,78.5,244,26,9,9,97,7,5,3,2,0,0,6,9,0,7,5,7,2.5,22,1.75,1,25,NA,NA,NA,NA
"1279",43063,2008,7,7.5,2,944.15,1005.7,25.2,22.85,21.85,81.5,261.5,27,6,10,97,7,4.5,3,1.5,0.5,0.5,6,9,4.5,6.5,5,7,2.5,22,0.9,1.5,25.5,NA,NA,NA,NA
"1280",43063,2008,7,7.5,3,943.9,1005.6,24.8,22.5,21.45,81.5,255.5,27,11,10.5,97,7,4.5,1.5,1,0.5,0.5,6,4.5,4.5,6.5,5,7,3.5,22,4.6,1.55,26.1,NA,NA,NA,NA
"1281",43063,2008,7,7.5,4,943.9,1005.35,24.2,22.65,21.95,87.5,263.5,27,4,8.5,97,7,7,0,0,0,0,6,0,0,7,5,7,4.5,22,4,1.7,25.2,NA,NA,NA,NA
"1282",43063,2008,7,7.5,5,942.8,1004.05,26.1,22.6,21,73,248.5,28,10,11.5,97,7,5.5,0,0,0.5,1,6,0,4.5,6.5,5,7,3,22,0.6,2.35,26.05,NA,NA,NA,NA
"1283",43063,2008,7,7.5,6,942.85,1004,26.6,22.5,20.55,69.5,242,27,11,12.5,97,7,5,0,0,1,2,6,0,9,6,5,7,2,22,0.25,1.5,26.4,NA,NA,NA,NA
"1284",43063,2008,7,7.5,7,942.9,1004.15,26.1,22.5,20.85,73,246.5,27,10,12.5,97,7,3,3,2.5,0.5,0.5,6,9,4.5,6.5,5,7,2,11,0.4,2.65,26.1,NA,NA,NA,NA
"1285",43063,2008,7,7.5,8,942,1003.45,25.35,22.35,21,77,248.5,27,5,10.5,97,7,5,3,2,0,0,6,4.5,3.5,6,5.5,4.5,12,11.15,0.1,12.45,NA,NA,NA,NA,NA
"1286",43063,2008,7,7.5,9,942.25,1003.35,26.2,22.6,20.95,73,248,27,8,12,97,7,3.5,3,1.5,1,1.5,6,9,9,6.5,5,7,2,22,0,1.85,26.6,NA,NA,NA,NA
"1287",43063,2008,7,7.5,10,942.95,1004.6,24.9,22.35,21.15,79.5,251,27,8,10.5,97,7,5.5,3,4,2.5,3.5,6,11,0.15,4.1,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",43063,2008,7,7.5,11,942.25,1003.75,25.3,22.2,20.75,76,245,27,7,12.5,97,7,4,0,0,0.5,1,6,0,4.5,7,5,7,3,22,3.2,1.65,26.15,NA,NA,NA,NA
"1289",43063,2008,7,7.5,12,941.6,1003,25.15,22.4,21.15,78.5,251,27,6,12,97,7,4,3,1,1,1.5,6,9,9,7,5.5,5,2.5,22,1.9,2,25.6,NA,NA,NA,NA
"1290",43063,2008,7,7.5,13,943.55,1004.2,26.6,22.6,20.75,70.5,245,27,6,10,97,7,6,0,0,0,0,6,0,0,6,5,7,2.5,22,0.05,1.85,26.2,NA,NA,NA,NA
"1291",43063,2008,7,7.5,14,944.9,1006.2,26.5,22.35,20.4,70,240,27,7,9,97,7.5,3,0,0,1,2,7.5,0,9,5.5,5,6.5,1.5,24,0,1.95,26.3,NA,NA,NA,NA
"1292",43063,2008,7,7.5,15,944.05,1005.4,26.1,22.3,20.5,71.5,241,27,5,13.5,97,7,4,3,1,1,2,6,9,9,7,5,7,1.5,22,0,2.15,27,NA,NA,NA,NA
"1293",43063,2008,7,7.5,16,942.9,1004.15,25.7,22.6,21.15,76,251,28,6,9.5,97,7,4,0,0,1,2.5,6,0,9,6.5,5,7,2,22,0,2.25,27.15,NA,NA,NA,NA
"1294",43063,2008,7,7.5,17,942.3,1003.45,26.15,22.6,20.95,73,248,26,7,9.5,97,7,3.5,1.5,0.5,1,2.5,6,4.5,9,6.5,5,7,1.5,22,0,2.1,26.55,NA,NA,NA,NA
"1295",43063,2008,7,7.5,18,942.75,1003.8,27,22.7,20.7,68.5,244,27,8,10,97,7,3,0,0,0.5,0.5,6,0,4.5,4,5,7,1,22,0,2.15,26.95,NA,NA,NA,NA
"1296",43063,2008,7,7.5,19,941.95,1003.3,26,22.25,20.95,72,248,27,10,10,97,7,3,0,0,1,1.5,6,0,9,5,5,7,1,22,0,2.5,26.7,NA,NA,NA,NA
"1297",43063,2008,7,7.5,20,942.2,1003.5,26.15,22.4,20.65,71.5,244,27,5,8.5,97,7,2,1.5,1.5,0.5,0.5,6,4.5,4.5,7,5,7,2,22,0,1.6,26.1,NA,NA,NA,NA
"1298",43063,2008,7,7.5,21,943.1,1004.4,26.1,22.3,20.5,72,241.5,27,6,10,97,6,2.5,0,0,1,4,7.5,0,9,6.5,5,6.5,1,24,0,2.4,27.15,NA,NA,NA,NA
"1299",43063,2008,7,7.5,22,941.9,1003.05,26.1,22.6,21,73.5,248.5,27,9,8.5,97,6,4.5,0,0,0.5,2.5,7.5,0,4.5,7,5,6.5,2,24,0,1.9,27.2,NA,NA,NA,NA
"1300",43063,2008,7,7.5,23,941.45,1002.6,26.1,22.65,21.1,74,250,27,5,8,97,7,3,1.5,0.5,0.5,1,6,4.5,4.5,7,5,7,2.5,22,0,2.15,27.3,NA,NA,NA,NA
"1301",43063,2008,7,7.5,24,942.05,1003.5,25.2,22.35,21,77.5,248.5,27,6,8,97,7,5,3,2,0,0,6,9,0,7,5,7,2.5,22,0,1.55,26,NA,NA,NA,NA
"1302",43063,2008,7,7.5,25,940.4,1001.8,24.6,22.1,20.9,80.5,247.5,26,6,7.5,97,7,5.5,3,1.5,0,0,6,9,0,7,5,7,2.5,22,0.8,1.7,25.75,NA,NA,NA,NA
"1303",43063,2008,7,7.5,26,940.2,1001.65,24.4,22.05,20.95,81.5,248,26,10,10.5,97,7,5,6,8,5,7,5,22,0.6,1.6,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",43063,2008,7,7.5,27,939.35,1000.9,25.2,21.95,21.5,88.5,256,27,5,6.5,97,7,8,6,8,5,7,3.5,22,3.25,0.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",43063,2008,7,7.5,28,938.05,999.75,22.7,21.5,20.9,89.5,247.5,27,10,8,97,7,6.5,1.5,0.5,0,0,6,4.5,0,7,5,7,4,22,6.3,0.35,23.8,NA,NA,NA,NA
"1306",43063,2008,7,7.5,29,937.75,999.25,23.45,22.3,21.75,90,260,27,6,10,97,7,5.5,2.5,2,3,4.5,7,7,3.5,5,13.5,5.85,2.35,23.7,NA,NA,NA,NA,NA,NA,NA
"1307",43063,2008,7,7.5,30,939.15,1000.35,25.2,22.55,21.3,79.5,253.5,27,9,11,97,7,4.5,3,1,0.5,0.5,6,9,4.5,7,5,7,3,22,3.35,1.85,26.3,NA,NA,NA,NA
"1308",43063,2008,7,7.5,31,941,1002.25,25.75,22.5,21,75,248.5,27,7,11,97,7,6,1.5,1,0,0,6,4.5,0,7,5,7,2.5,22,1,1.6,26.7,NA,NA,NA,NA
"1309",43063,2008,8,7.5,1,942.3,1003.9,24.75,22.9,22.05,85,265,27,9,10.5,97,7,6,1.5,0.5,0.5,0.5,6,4.5,4.5,7,5,7,2.5,22,2.6,0.85,26.8,NA,NA,NA,NA
"1310",43063,2008,8,7.5,2,942.2,1003.75,24.55,22.25,21.1,81.5,250.5,27,7,10,97,7,5.5,3,1.5,0,0,6,9,0,7,5,7,3,22,1.65,1.2,25.95,NA,NA,NA,NA
"1311",43063,2008,8,7.5,3,942,1003.5,24.75,22.2,21,80,249,27,10,9.5,97,7,6,0,0,0.5,0.5,6,0,4.5,6.5,5,7,3.5,11,1,1.25,26.55,NA,NA,NA,NA
"1312",43063,2008,8,7.5,4,942,1004.15,23.9,22.1,21.25,85.5,252.5,27,5,9.5,96.5,7,8,6,8,5,6,4.5,22,0.8,1.4,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",43063,2008,8,7.5,5,942.6,1004.45,23.05,21.95,21.4,90.5,254.5,27,5,8.5,96.5,7,8,6,8,5,7,3.5,22,2.55,0.6,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",43063,2008,8,7.5,6,943.6,1005.7,22.7,21.65,21.1,91,250,27,7,10,97,7,6,1,1.5,3,4.5,7,2.5,3.5,5,13.5,3.55,2.1,24.9,NA,NA,NA,NA,NA,NA,NA
"1315",43063,2008,8,7.5,7,941.6,1003.15,24,22.2,21.4,85,255,27,7,10.5,97,7,6,4.5,5.5,2.5,3.5,4.5,15.5,0.1,4.05,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",43063,2008,8,7.5,8,941.35,1002.75,23.5,21.9,21.1,86.5,250,27,6,11,97,7,7,0,0,0,0,6,0,0,7,5,7,4,22,1.85,0.7,24.2,NA,NA,NA,NA
"1317",43063,2008,8,7.5,9,940.3,1002.05,23,21.55,20.85,88,246.5,27,13,14,96.5,7,8,6,8,5,7,5,22,1.9,0.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",43063,2008,8,7.5,10,938.85,1000.7,22.5,21.8,21.45,93.5,255.5,27,7,8.5,96.5,7,5.5,2,2.5,6,9,8,5,7,3,22,30.85,1.15,23,NA,NA,NA,NA,NA,NA,NA
"1319",43063,2008,8,7.5,11,936.45,995.45,22.8,22.15,21.7,94,259.5,27,6,9.5,96.5,7,5,2,3,0,0,6,9,0,8,5,7,4.5,20,22.4,0.6,23,NA,NA,NA,NA
"1320",43063,2008,8,7.5,12,938.55,1000.05,23.5,21.35,20.2,82,237,27,6,11,96.5,7,4.5,2.5,2.5,3,4.5,7,7,3.5,5.5,12.5,6.65,1.25,21.9,NA,NA,NA,NA,NA,NA,NA
"1321",43063,2008,8,7.5,13,941,1002.7,23.25,22.65,22.35,95,270,27,4,7.5,96.5,7,7,0,0,0,0,6,0,0,7,5,7,3.5,22,6.1,0.8,25.25,NA,NA,NA,NA
"1322",43063,2008,8,7.5,14,942.05,1003.7,23.7,22.35,21.7,89,259.5,27,5,9,96.5,7,7,4.5,4.5,2.5,3.5,5.5,15.5,0.65,4.15,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",43063,2008,8,7.5,15,941.4,1002.95,24.05,22.2,21.4,85,254.5,27,7,7.5,97,7,6.5,1.5,0.5,0,0,6,4.5,0,7,5,7,4,22,0.85,1.3,25.95,NA,NA,NA,NA
"1324",43063,2008,8,7.5,16,941.9,1003.6,24.25,22.3,21.35,84.5,254,27,5,5.5,97,7,5,3,1.5,0.5,0.5,6,9,4.5,7,5,7,2,22,0.6,1.85,25.85,NA,NA,NA,NA
"1325",43063,2008,8,7.5,17,944.5,1006.5,22.95,21.55,20.9,89,247,13.5,3,6.5,96.5,7,8,6,8,5,7,4.5,22,0.6,0.75,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326",43063,2008,8,7.5,18,945.35,1007.15,24.5,22,20.75,80,245,13.5,3,6.5,97,7,5,3,2,0,0,6,4.5,3.5,6,6,6.5,22,111,1.1,15.75,NA,NA,NA,NA,NA
"1327",43063,2008,8,7.5,19,945.4,1007.1,24.8,22,20.65,78.5,243.5,27,3,7.5,97,7,6,0,0,0.5,1,6,0,4.5,7,5,7,2,22,0,2.1,26.6,NA,NA,NA,NA
"1328",43063,2008,8,7.5,20,946.55,1008.25,25.35,21.4,19.4,70.5,226,27,5,7.5,97,6,2.5,3,3.5,1,1,7.5,9,9,7,5,6.5,2,22,0,1.6,26.6,NA,NA,NA,NA
"1329",43063,2008,8,7.5,21,946.4,1008,25.55,21.4,19.35,69,224.5,28,6,8.5,97,7,3.5,3,1.5,0.5,1.5,6,9,9,7,5,7,1,22,0.15,1.8,26.5,NA,NA,NA,NA
"1330",43063,2008,8,7.5,22,945.6,1007.1,25.5,21.55,19.6,70,228,27,6,8,97,7,5,0,0,1,1,6,0,9,6,5,7,2,22,0,2.3,27.1,NA,NA,NA,NA
"1331",43063,2008,8,7.5,23,945.45,1007.15,24.8,21.25,19.45,72.5,226,27,6,8,97,7,4,3,2,0.5,0.5,6,9,4.5,6,5,7,1.5,24,0,2.1,27.4,NA,NA,NA,NA
"1332",43063,2008,8,7.5,24,945.2,1006.9,25,22,20.55,77,242,27,4,8,97,7,4,1.5,1.5,0.5,0.5,6,4.5,4.5,6,5,7,1.5,22,0,2,27.2,NA,NA,NA,NA
"1333",43063,2008,8,7.5,25,944.6,1006.15,26.05,22.3,20.5,72.5,241,27,5,5.5,97,6,1.5,3,2,1,3,7.5,9,9,6.5,5,6.5,1,24,0,1.75,22.8,NA,NA,NA,NA
"1334",43063,2008,8,7.5,26,945.3,1007.15,24.1,21.85,20.65,81.5,243.5,27,5,5.5,97,6,3,3,2.5,0.5,1.5,9,9,4.5,7,5,6.5,1.5,24,0.45,1.65,26.75,NA,NA,NA,NA
"1335",43063,2008,8,7.5,27,944.9,1006.3,26.4,22.25,20.25,70,237.5,13.5,2,4,97,4,2,0,0,1,2,4.5,0,9,4,7,3,3,48,0,1.7,27.75,NA,NA,NA,NA
"1336",43063,2008,8,7.5,28,944.75,1006.1,26.2,22.4,20.6,71.5,242.5,13.5,3,3.5,97,7.5,3,0,0,1,2,7.5,0,9,5,5,6.5,1,24,0,2.15,27.8,NA,NA,NA,NA
"1337",43063,2008,8,7.5,29,944.35,1005.5,26.75,23.25,21.8,75,261.5,13.5,3,3.5,97,7,4,1.5,0.5,1,2.5,4.5,4.5,9,7,5,7,1.5,22,0,2,28.25,NA,NA,NA,NA
"1338",43063,2008,8,7.5,30,944.5,1005.75,26.35,23.2,21.75,76.5,260,14.5,3,4,96.5,7,6,1.5,0.5,0.5,0.5,6,4.5,4.5,7,5,7,2.5,22,0,2.1,27.6,NA,NA,NA,NA
"1339",43063,2008,8,7.5,31,945.5,1007.3,24.8,23.2,22.45,87,271.5,13.5,4,4,97,8.5,5.5,1.5,0.5,0.5,1,9,4.5,4.5,7,5,6,4,26,2.55,4.55,27.7,NA,NA,NA,NA
"1340",43063,2008,9,7.5,1,945.05,1006.75,24.8,23.2,22.55,88,273.5,13.5,3,2,97,7,5,1.5,0.5,1,2,6,4.5,9,7,5,7,1.5,22,35.1,12.65,NA,NA,NA,NA,NA
"1341",43063,2008,9,7.5,2,945.1,1006.6,25.75,24.4,23.85,89.5,296,13.5,1,2,97,8,5.5,1.5,0.5,1,1,6,4.5,9,7,5,7,1.5,22,3.3,1.45,28.2,NA,NA,NA,NA
"1342",43063,2008,9,7.5,3,944.2,1005.65,25.75,23.55,22.6,82.5,274,0,0,2.5,97,6.5,3.5,1.5,0.5,1,2.5,9,4.5,9,6.5,5,6,2.5,26,32.6,12.95,NA,NA,NA,NA,NA
"1343",43063,2008,9,7.5,4,944.95,1006.1,27.1,24.3,23.15,79.5,283.5,13.5,3,3,96.5,6.5,3,1.5,0.5,1,3.5,9,4.5,9,7,5,6,2,27,0,1.8,29.2,NA,NA,NA,NA
"1344",43063,2008,9,7.5,5,945.35,1006.95,25.15,23.1,22.2,83.5,268,13.5,3,3,96.5,7.5,4.5,3,1,0.5,1.5,7.5,9,4.5,7,5,6,2,24,1.15,1.7,26.1,NA,NA,NA,NA
"1345",43063,2008,9,7.5,6,944.5,1006.55,25.55,22.95,21.8,80,261,14.5,3,2.5,97,6,4,3,1.5,0.5,1.5,7.5,9,4.5,7,5,6.5,2,24,0.1,1.65,27.4,NA,NA,NA,NA
"1346",43063,2008,9,7.5,7,945.1,1006.7,24.75,22.45,21.4,82,255,27,3,3.5,96.5,7,5.5,3,1.5,0,0,6,9,0,7,5,7,2,22,0.7,0.85,26.4,NA,NA,NA,NA
"1347",43063,2008,9,7.5,8,944.2,1005.7,25.5,22.85,21.65,79.5,258.5,13.5,3,5,97,7,3.5,1.5,1.5,1,2,7.5,4.5,9,7,5,6.5,1.5,24,0,1.9,27,NA,NA,NA,NA
"1348",43063,2008,9,7.5,9,942.75,1004.45,23.9,22.75,22.25,91,268.5,14.5,2,2,96.5,7,2.5,2.5,3,0,0,6,9,0,7.5,5,7,3,22,35,12.95,NA,NA,NA,NA,NA
"1349",43063,2008,9,7.5,10,940.95,1002.4,24.6,23.15,22.5,88,272.5,0,0,1.5,97,7,4.5,3,2,0.5,0.5,6,9,4.5,7,5,7,2.5,22,3.1,1.4,26.5,NA,NA,NA,NA
"1350",43063,2008,9,7.5,11,938.85,1000.15,24.8,23.35,22.7,88.5,276,0,0,1,96.5,7.5,4.5,1.5,1,0.5,1.5,9,4.5,4.5,7,5,6.5,2.5,24,1.8,1.35,26.2,NA,NA,NA,NA
"1351",43063,2008,9,7.5,12,939.55,1000.85,25.1,23.15,22.3,85,268,13.5,2,4,97,6,2.5,1.5,1,0.5,1.5,7.5,4.5,4.5,7,5,6.5,3,24,0.25,1.75,26.4,NA,NA,NA,NA
"1352",43063,2008,9,7.5,13,940.9,1002.55,23.5,21.85,21,86.5,248.5,27,4,7,97,7,5,1.5,0.5,0,0,6,4.5,0,7,5,7,3,22,3,1.6,24.15,NA,NA,NA,NA
"1353",43063,2008,9,7.5,14,941.5,1003.4,22.8,22.1,21.75,94,260,13.5,2,4.5,96.5,7,5.5,2.5,2,3,4.5,7,7,3.5,5.5,13.5,4.95,2.45,22.2,NA,NA,NA,NA,NA,NA,NA
"1354",43063,2008,9,7.5,15,943.7,1005.7,22.6,21.25,20.6,88.5,242.5,26,6,7,96.5,7,7.5,3,4,2.5,3.5,5.5,11,0.8,4.25,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",43063,2008,9,7.5,16,943.4,1005.3,23.1,21.6,20.85,87.5,246.5,27,5,6.5,96.5,7,6,4.5,4.5,3,4,6,15.5,5.25,3.65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",43063,2008,9,7.5,17,943.5,1005.1,24.25,21.85,20.7,81,244,27,4,10.5,97,7,6,0,0,0,0,6,0,0,6,5,7,3,22,0.8,1.2,24.8,NA,NA,NA,NA
"1357",43063,2008,9,7.5,18,943.2,1004.7,24.9,21.7,20.15,75,236.5,27,6,10.5,97,7,5.5,0,0,0,0,7.5,0,0,5.5,5,7,2,22,0.05,1.8,25.2,NA,NA,NA,NA
"1358",43063,2008,9,7.5,19,942,1003.7,23.65,22.1,21.4,87.5,255,13.5,3,8,96.5,7,4,2.5,2.5,3.5,5.5,7,7,8,5.5,12.5,9.75,1.5,23.2,NA,NA,NA,NA,NA,NA,NA
"1359",43063,2008,9,7.5,20,945.05,1007.1,23.15,22.8,22.65,97,275,13.5,1,2.5,96,7,5.5,2.5,2,0,0,6,9,0,7.5,5,7,4.5,21,15.15,0.5,23.5,NA,NA,NA,NA
"1360",43063,2008,9,7.5,21,945.7,1007.45,24.85,22.5,21.4,81.5,254.5,13.5,3,5.5,97,7,3,3,2.5,0.5,0.5,6,9,4.5,6,5,7,1,22,0.05,1.2,26.6,NA,NA,NA,NA
"1361",43063,2008,9,7.5,22,945.85,1007.4,25.5,22.3,20.8,75,246,28,3,6,97,7,3,1.5,1,0.5,0.5,6,4.5,4.5,4.5,5,7,1,22,0,2.15,26.8,NA,NA,NA,NA
"1362",43063,2008,9,7.5,23,946.8,1008.5,25.1,21.35,19.45,72,225.5,27,4,2,96.5,7.5,3,0,0,0.5,1.5,7.5,0,4.5,4.5,5,6.5,1.5,24,0,1.6,27.05,NA,NA,NA,NA
"1363",43063,2008,9,7.5,24,944.75,1008.9,25.6,22.1,20.45,74.5,240.5,16,2,1,96.5,4,2,0,0,1,1.5,4.5,0,9,3.5,7,3,2.5,48,0,1.7,30,NA,NA,NA,NA
"1364",43063,2008,9,7.5,25,948.3,1010.05,25.4,21.7,19.9,72.5,232.5,14.5,2,3,97,6.5,3,0,0,0.5,0.5,9,0,4.5,3.5,5,6,2.5,26,0,2.1,26.4,NA,NA,NA,NA
"1365",43063,2008,9,7.5,26,948.3,1010.05,24.85,21.55,19.95,74.5,233,27,4,4.5,97,7,3.5,0,0,0.5,0.5,6,0,4.5,4,5,7,1,22,0,2.35,25.75,NA,NA,NA,NA
"1366",43063,2008,9,7.5,27,947.6,1009.45,24.55,20.65,18.6,70.5,214.5,14.5,5,2.5,96.5,4,0.5,0,0,1,3,4.5,0,9,4,7,3,1.5,48,0,2.15,25.7,NA,NA,NA,NA
"1367",43063,2008,9,7.5,28,947.95,1009.75,25.4,21.35,19.35,70.5,224.5,12.5,3,1.5,97,4,1,0,0,1,4,4.5,0,9,5,7,3,3,48,0,1.9,26.5,NA,NA,NA,NA
"1368",43063,2008,9,7.5,29,947.85,1009.45,25.95,21.85,19.9,71,232,14.5,3,1,97,4,1.5,0,0,1,3,4.5,0,9,4.5,7,3.5,2,46,0,2.2,26.7,NA,NA,NA,NA
"1369",43063,2008,9,7.5,30,947.4,1008.85,26.3,21.7,19.35,68.5,225.5,14.5,1,1,96.5,4,1,0,0,0.5,1,4.5,0,4.5,2,7,3,0.5,62.5,0,2.05,26.4,NA,NA,NA,NA
"1370",43063,2008,10,7.5,1,946.8,1008.5,25.05,20.1,17.45,64,199.5,16,3,2.5,96.5,4,0.5,0,0,0,0,4.5,0,0,0.5,7,4,0.5,63.5,0,2.25,25.45,NA,NA,NA,NA
"1371",43063,2008,10,7.5,2,946.2,1007.75,25.7,20.45,17.6,64,201.5,13.5,3,1.5,96.5,2.5,0.5,1.5,1.5,1,1.5,4.5,4.5,9,3.5,6,4.5,2,41,0,2.5,25.2,NA,NA,NA,NA
"1372",43063,2008,10,7.5,3,947.4,1009.35,23.9,21.4,20.15,79.5,237.5,0,0,1.5,97,5,3,3,2,1,2,9,9,9,7,5,6,3,26,3.85,1.55,23.8,NA,NA,NA,NA
"1373",43063,2008,10,7.5,4,947.25,1009.2,24.35,22,20.85,80.5,246.5,13.5,3,2.5,96.5,4.5,3.5,0,0,0.5,1,4.5,0,4.5,4.5,7,3,3,48,0,1,26.4,NA,NA,NA,NA
"1374",43063,2008,10,7.5,5,947.8,1009.45,25.5,22.45,21.05,77.5,249.5,12.5,4,2,96.5,7,3.5,0,0,1,2,9,0,9,5.5,5,6,2.5,26,1.15,1.8,25.95,NA,NA,NA,NA
"1375",43063,2008,10,7.5,6,948,1009.75,25.3,22.55,21.3,79,253,13.5,2,2,96.5,4,0.5,3,1.5,5,2.5,4.5,4.5,9,6,5,6,2.5,41,0,1.9,25.9,NA,NA,NA,NA
"1376",43063,2008,10,7.5,7,948.8,1011.05,23.1,22.15,21.65,92,258.5,13.5,1,2,96,4.5,4,6,5,7,4,2.5,17.5,10.95,3.95,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377",43063,2008,10,7.5,8,947.85,1009.75,24.75,22.7,21.8,84,261.5,0,0,1,96.5,8.5,4,0,0,1,2.5,9,0,9,6.5,5,4.5,2,26,1.2,1.1,26,NA,NA,NA,NA
"1378",43063,2008,10,7.5,9,949.15,1010.85,25.9,23.4,22.3,81,269.5,0,0,1,96.5,6.5,3,0,0,1,2,9,0,9,5,5,6,2.5,26,0.05,1.7,27.1,NA,NA,NA,NA
"1379",43063,2008,10,7.5,10,950.6,1012.25,26.7,22.6,20.65,71,244,2.5,4,2,96.5,7,4,1.5,1.5,0.5,1,9,4.5,4.5,6.5,5,6,2.5,26,0.5,1.8,27.9,NA,NA,NA,NA
"1380",43063,2008,10,7.5,11,950.85,1012.35,26.8,22.65,20.7,72.5,244,3.5,2,3.5,97,6.5,3,1.5,1,1,2.5,9,4.5,9,6.5,5,6,2,26,0.9,1.7,26.8,NA,NA,NA,NA
"1381",43063,2008,10,7.5,12,950.3,1011.7,27.6,22.4,19.8,64.5,232,4.5,2,3.5,96.5,4,2.5,0,0,1,1,4.5,0,9,3.5,7,3,1.5,48,0.9,2.05,25.8,NA,NA,NA,NA
"1382",43063,2008,10,7.5,13,949.1,1010.45,27.55,21.6,18.55,60,214,0,0,2.5,96.5,4,2.5,1.5,0.5,0,0,4.5,4.5,0,3,7,3,2,62.5,0,2.4,26,NA,NA,NA,NA
"1383",43063,2008,10,7.5,14,948.8,1010.1,27.2,20.7,17.15,57.5,197,0,0,3.5,96.5,2.5,0.5,1.5,0.5,0.5,0.5,4.5,4.5,4.5,1.5,7,3,0.5,62.5,0,2.5,25,NA,NA,NA,NA
"1384",43063,2008,10,7.5,15,948.55,1009.9,26.95,19.75,15.65,52,177.5,4.5,2,3.5,97,4,1,0,0,1,3,4.5,0,9,4,7,3,1.5,48,0,2.7,24.3,NA,NA,NA,NA
"1385",43063,2008,10,7.5,16,948.55,1009.9,26.85,19.45,15.1,50.5,172,4.5,2,4,96.5,2.5,0.5,3,1,5,3,4.5,9,9,4.5,6,4.5,1,41,0,2.5,24.3,NA,NA,NA,NA
"1386",43063,2008,10,7.5,17,947.7,1009.2,26.45,20.8,17.9,62,205,4.5,1,3,96.5,5,2,1.5,2,1,2,9,4.5,9,6,5,6,2,26,0,2.2,25.25,NA,NA,NA,NA
"1387",43063,2008,10,7.5,18,948.3,1009.65,27.2,21.45,18.55,60.5,213.5,4.5,1,4.5,97,4,1.5,0,0,1,3,4.5,0,9,4.5,7,3,3,48,0,2.5,26.05,NA,NA,NA,NA
"1388",43063,2008,10,7.5,19,948.8,1010.05,27.6,21.95,19.1,61,221.5,9,4,5,96.5,4,1.5,0,0,1,2,4.5,0,9,3.5,7,3,2,48,0,3.3,26.45,NA,NA,NA,NA
"1389",43063,2008,10,7.5,20,947.8,1009.25,26.75,18.95,13.9,48,161.5,4.5,1,2.5,96.5,0,0,0,0,1,1.5,0,0,9,1.5,9,0,1.5,70,0,2.4,25.1,NA,NA,NA,NA
