Date,MAX,MIN,R.F,EVP,DR,SSH,RH,VP
2010-11-18,30.1,19.8,0,4.8,0,7.5,73.5,235.5
2010-11-19,29.5,21.2,0,3.1,0,8.4,70.5,244.5
2010-11-20,31.8,21.3,1.7,4.4,0,6.7,76,248
2010-11-21,31.1,20.4,0,2.3,0,5.4,77.5,233
2010-11-22,30.1,21.1,3.4,1.9,1,4.6,76.5,234.5
2010-11-23,30.7,20.2,1.6,4,3.6,0,75,231
2010-11-24,30.4,18.8,0,2,0,7,68,225
2010-11-25,31.4,20.8,5.5,2.1,1,6,81.5,247
2010-11-26,29.6,18.6,0,4.5,0,8.7,74.5,227
2010-11-27,30.4,20.3,0,1.1,0,5.9,75,226
2010-11-28,30.6,17.8,0,3.9,0,10.2,56,169
2010-11-29,30,15.8,0,3.1,0,7.8,70.5,205
2010-11-30,29.9,17.1,0,3.4,0,8.6,69,195
2010-12-01,30.4,16.7,0,1.8,0,8.7,71.5,203.5
2010-12-02,30.2,16.3,0,3.3,0,9,69.5,198.5
2010-12-03,29.9,15.9,0,4.7,0,6.4,77.5,211
2010-12-04,29.9,18.4,0,2.5,0,5.5,73.5,202
2010-12-05,29.4,16.1,0,2.8,0,7.9,72,188
2010-12-06,29.4,13.1,0,4,0,8.6,64.5,144
2010-12-07,27.8,10.8,0,3.5,0,9.3,59.5,142.5
2010-12-08,28,16,0,3.6,0,9.1,68.5,194.5
2010-12-09,30.2,17.5,0,4,0,4.6,72,209
2010-12-10,29,14.8,0,2.1,0,9.5,69.5,181
2010-12-11,29,15.2,0,2.7,0,8.8,68,156
2010-12-12,25.2,15.7,0,3,0,7.9,58.5,133.5
2010-12-13,24.9,10.1,0,3.3,0,8.6,72,144.5
2010-12-14,25.6,10.3,0,2.4,0,9.4,69.5,149
2010-12-15,26.8,11.1,0,2.4,0,8.6,72,152
2010-12-16,26.6,10.8,0,3.1,0,8.2,72,153.5
2010-12-17,27.8,9.6,0,3,0,9.4,64,128.5
2010-12-18,28.1,8.5,0,3.5,0,9.2,64,115.5
2010-12-19,27.3,7.3,0,2,0,10,60,105
2010-12-20,27.4,6.5,0,2.9,0,10,63,106
2010-12-21,27.4,7.4,0,3,0,8.3,70.5,139
2010-12-22,29.6,8.5,0,3.8,0,8.7,68,139.5
2010-12-23,30.4,8.6,0,2.7,0,9.5,64.5,126
2010-12-24,30.6,9.2,0,2.6,0,8.9,66,144.5
2010-12-25,30.6,9.5,0,2.1,0,9.6,65.5,139.5
2010-12-26,29.2,9.3,0,3,0,9.2,62.5,131
2010-12-27,28.8,11.2,0,2.3,0,7.7,74.5,165
2010-12-28,28.6,12.8,0,2.5,0,6.8,64.5,161
2010-12-29,29.1,14.5,0,2.8,0,8.1,67.5,167
2010-12-30,27.9,14.8,0,3,0,3,77.5,181
2010-12-31,26.8,15.3,0,1.7,0,8.1,64.5,150
2011-01-01,27.3,10.1,0,3.5,0,8.5,72,136
2011-01-02,24.9,10.8,0,2.5,0,5,73,156
2011-01-03,25.5,14.6,0,2.6,0,6.6,70,171
2011-01-04,27.6,13.7,0,3.8,0,6.5,72,165
2011-01-05,28.1,13.9,0,3.1,0,3.8,74,164
2011-01-06,26.7,10.3,0,2.4,0,9.2,62.5,121.5
2011-01-07,27,5.3,0,3,0,10,59.5,96.5
2011-01-08,26.9,6.7,0,5.1,0,9.4,65,122.5
2011-01-09,29.4,8.3,0,2.7,0,9.5,65.5,125
2011-01-10,29,7.3,0,2.9,0,9.5,62.5,113
2011-01-11,28.3,6.3,0,3.4,0,9.6,61,110
2011-01-12,30.4,7.2,0,2.5,0,9.9,59,108
2011-01-13,29.9,8.1,0,3,0,8.7,67.5,138
2011-01-14,31.1,8.6,0,2,0,10,60,122
2011-01-15,31.8,8.9,0,2.4,0,9.7,67.5,151
2011-01-16,30.8,9.8,0,3,0,9.2,62,142
2011-01-17,30.1,9.9,0,3.3,0,9.5,64.5,138.5
2011-01-18,31.1,10.5,0,3.4,0,9.1,66,149.5
2011-01-19,32.1,10.1,0,4.5,0,9.7,53,119.5
2011-01-20,32.5,9.9,0,3.4,0,9.8,58,116.5
2011-01-21,32.7,9.5,0,2.8,0,9.9,57.5,116
2011-01-22,30.4,8.3,0,5.1,0,9.6,58.5,115
2011-01-23,31.7,9.2,0,3.1,0,9,63,145
2011-01-24,32.7,10.6,0,3,0,9.4,61.5,134
2011-01-25,31.9,11.5,0,3.7,0,9.5,62,140.5
2011-01-26,31.7,11.6,0,4.3,0,9.4,64,139
2011-01-27,30.7,11.1,0,4,0,10,60.5,143
2011-01-28,32.9,11.2,0,2.9,0,9.8,58.5,130.5
2011-01-29,32,10.3,0,5.8,0,9.7,54.5,117.5
2011-01-30,32.6,10.6,0,4.1,0,9.4,53.5,113
2011-01-31,32.1,11.9,0,4.2,0,9.3,64,150.5
2011-02-01,31.3,12.4,0,4.9,0,8.9,64,147.5
2011-02-02,31.9,12.2,0,4.9,0,9.4,61,151.5
2011-02-03,31.4,12.6,0,3.4,0,9.7,55,140
2011-02-04,30.7,12.1,0,4.8,0,9.7,59,141.5
2011-02-05,31,11.3,0,5.7,0,9.8,53.5,119.5
2011-02-06,31.7,9.8,0,5.6,0,10.9,55,125.5
2011-02-07,32.5,13.8,0,3.3,0,9.9,56,119.5
2011-02-08,32.7,11.6,0,4.4,0,9.7,59.5,130.5
2011-02-09,31.9,11.5,0,5,0,9.4,57.5,124.5
2011-02-10,32.4,12.1,0,3.6,0,9.2,55.5,136.5
2011-02-11,31.9,10.6,0,4.2,0,9.6,59,132
2011-02-12,32.4,12.2,0,6.7,0,9.2,60.5,133
2011-02-13,32.5,12.8,0,4.5,0,9.7,51.5,125.5
2011-02-14,32.8,12.4,0,2.8,0,9.8,50,128.5
2011-02-15,32.1,12.2,0,4.8,0,9.7,66.5,153
2011-02-16,29.6,14.8,0,7.1,0,8.8,62,172
2011-02-17,27.6,11.7,0,5.3,0,10,57,148
2011-02-18,29.9,11.9,0,5.4,0,10.3,59,145.5
2011-02-19,30.1,12.6,0,5.4,0,9.6,65,158.5
2011-02-20,30.3,12.8,0,4.2,0,10,52,128
2011-02-21,30.4,10.9,0,3.5,0,10.4,45.5,116
2011-02-22,31.1,11.4,0,6.4,0,9.3,53,134
2011-02-23,30.7,15.5,0,6.3,0,8.1,60,166.5
2011-02-24,32.5,15.5,0,4.1,0,9.7,51,144.5
2011-02-25,31.9,12.3,0,4.5,0,10.8,51,150.5
2011-02-26,31.8,11.2,0,7.7,0,10.1,55,133
2011-02-27,31.9,12.7,0,5.4,0,8.2,56.5,164.5
2011-02-28,32.2,18.8,0,4.5,0,6.4,59,185
2011-03-01,32.7,18.4,0.4,4.3,0,7.2,61,197.5
2011-03-02,33.4,17.9,0,3.5,0,8.9,55.5,189
2011-03-03,33.9,15.8,0,5.7,0,8,48,163
2011-03-04,35.2,16.3,0,5.4,0,8.4,51,168
2011-03-05,35.3,16.3,0,5.4,0,8.6,50,175.5
2011-03-06,35.2,16.3,0,5,0,9.5,44,143.5
2011-03-07,36,16.4,0,4.5,0,9.1,42,141.5
2011-03-08,37.2,16.7,0,5.2,0,9,40.5,154.5
2011-03-09,36.8,15,0,6.1,0,9.8,39,110
2011-03-10,35.3,11.2,0,9.8,0,10.8,28,90.5
2011-03-11,35,10.6,0,6.5,0,9.6,35.5,106.5
2011-03-12,34.7,12.3,0,8.5,0,9.7,38,114
2011-03-13,34.9,13.3,0,6.2,0,9.8,31.5,104
2011-03-14,35.8,13.9,0,7.3,0,10,32,107
2011-03-15,26,13,0,6.1,0,9.6,34,107.5
2011-03-16,36.1,13.4,0,5.2,0,9.8,28.5,96
2011-03-17,35.8,11.8,0,7.7,0,7.7,26.5,85.5
2011-03-18,36.1,13.8,0,7.1,0,9.9,36,117
2011-03-19,37.5,14.6,0,6.9,0,9.9,34,118.5
2011-03-20,37.5,16.3,0,6.6,0,10.4,32,111
2011-03-21,36.2,13.9,0,9,0,9.5,29,103
2011-03-22,35.9,14.8,0,7,0,10.1,30.5,104.5
2011-03-23,36.2,15.5,0,9.6,0,9.9,34,111
2011-03-24,36.2,16.8,0,8.7,0,9.4,33,121.5
2011-03-25,35.3,17.8,0,6.8,0,9.6,30.5,112.5
2011-03-26,35.2,13.5,0,5.3,0,9.7,38,141
2011-03-27,35.9,17.8,0,7.1,0,9.5,35,140
2011-03-28,36.9,16.5,0,7.3,0,10.1,34,130.5
2011-03-29,37.8,18,0,7.5,0,9.7,29.5,121.5
2011-03-30,38.1,16.1,0,7.5,0,9.3,30,110
2011-03-31,37.7,16.2,0,9.4,0,9.8,23.5,93
2011-04-01,36.4,15.2,0,6.9,0,10,20.5,85
2011-04-02,35.3,11.2,0,10.6,0,10,24,86
2011-04-03,35.5,16.3,0,10,0,10.5,36.5,134.5
2011-04-04,34.3,13.4,0,9.7,0,10,28,100
2011-04-05,34.6,14.3,0,9,0,10.5,27.5,95
2011-04-06,36.1,18,0,9.1,0,9.8,37,147
2011-04-07,37,17.9,0,7,0,9.1,33.5,130.5
2011-04-08,37.4,14,0,8.3,0,9.6,34,144.5
2011-04-09,37,18.8,0,8.7,0,9.6,31,122
2011-04-10,37.3,19.9,0,9,0,6.9,40,164
2011-04-11,37.5,19.9,9,0,0,0,40,164
2011-04-12,37.5,21.3,8.1,0,0,0,47.5,185
2011-04-13,38.1,22.8,0,10.4,0,9.4,36.5,170.5
2011-04-14,37.9,20.2,0,10.3,0,9.9,33,147.5
2011-04-15,37.1,23.8,0,9.7,0,10.7,39,168
2011-04-16,36.8,23.5,0,12.6,0,9,47,198
2011-04-17,37.8,23.3,0,9,0,8.2,39,175.5
2011-04-18,38.7,23,0,8.7,0,10.7,44,198.5
2011-04-19,38,20.8,0,8.9,0,10,38.5,168.5
2011-04-20,38.2,20.1,0,10,0,9.6,41.5,185.5
2011-04-21,37.4,20.1,0,9,0,10.1,36,161
2011-04-22,37.8,20.9,0,9.7,0,10.5,36,155
2011-04-23,37.8,20,0,9.4,0,7.9,48.5,193.5
2011-04-25,37.4,20.6,25.6,0.8,1,8.5,69.5,218.5
2011-04-26,37.2,21.7,0,7.4,0,9.7,44,163.5
2011-04-27,38.4,21.9,0,7.3,0,10.2,37,159
2011-04-28,39.5,21.4,0,8,0,8.1,37,162
2011-04-29,39.7,22.5,0,10.8,0,10.1,47,221.5
2011-04-30,37,24,0,9,0,8.9,54,225.5
2011-05-01,40.3,24.8,0,8.5,0,10,40.5,193
2011-05-02,39.3,24.5,0,9.5,0,10.5,43,199
2011-05-03,38.3,22.3,0,9.8,0,10.8,44.5,206
2011-05-04,36.5,21.5,0,11.3,0,11.3,37.5,163.5
2011-05-05,35.2,21.2,0,11.7,0,11.2,42.5,162
2011-05-06,35.7,21.7,0,9.9,0,9.9,51,195
2011-05-07,35.6,19.6,0,9.1,0,10.8,50,190.5
2011-05-08,34.8,21.9,0,8.2,0,10.2,51.5,190
2011-05-09,37.2,23.1,0,9.5,0,9.8,56,222
2011-05-10,36.1,23.1,0,10.9,0,9.7,55.5,226.5
2011-05-11,35.8,20.5,0,10,0,10.8,49.5,202.5
2011-05-12,36.4,22,0,11.9,0,11,28.5,129
2011-05-13,36.8,22.2,0,11.2,0,11.3,51.5,223
2011-05-14,36.7,22.8,0,10.3,0,9.5,45,190.5
2011-05-15,37.3,22.3,0,8.8,0,9.8,51,228
2011-05-16,38.9,26.2,0,11.5,0,1.7,35.5,170
2011-05-17,36.3,25,0,7.5,0,8.7,31.5,131.5
2011-05-18,40.4,24.7,0,9.5,0,5.4,34.5,165.5
2011-05-19,37.7,24.7,0,10.8,0,10.8,47.5,194.5
2011-05-20,36.9,22.9,0,10,0,11.5,48.5,202.5
2011-05-21,35.5,24.5,0,13.8,0,10.5,43,181
2011-05-22,34.4,25,0,11.2,0,10.9,54.5,219.5
2011-05-23,34.9,25,0,11.8,0,11.5,53.5,222.5
2011-05-24,36.2,24.3,0,10,0,11.5,52.5,229
2011-05-25,36.4,23.3,0,8,0,11.1,54,228.5
2011-05-26,37.7,23.3,0,10.4,0,8.1,48.5,212
2011-05-27,37.6,22.2,4,10,2,5.2,52.5,219.5
2011-05-28,36.6,23.8,0,6.8,0,8.8,57,219
2011-05-29,37.1,24.6,0.8,9.8,0,11.2,54,233
2011-05-30,36.9,25.3,0,8.6,0,10.2,53.5,236
2011-05-31,35.9,24.3,0,9.2,0,11.8,56.5,242.5
2011-06-01,35.8,24.2,0,8.2,0,11.5,56,240
2011-06-02,36.1,24.3,0,9.7,0,7.1,54,235.5
2011-06-03,36.9,20.5,29.5,4.5,7,2.5,70.5,247
2011-06-04,32.1,22.8,63,6.5,4,3,82,271
2011-06-05,30.6,23.3,26.1,2.8,1,3.1,90,281
2011-06-06,31,23,25.8,9.5,1,2.7,86,289.5
2011-06-07,30.9,22.3,0.1,7.9,0,9.9,77.5,279
2011-06-08,32.4,23,0,5.4,0,8.9,64.5,242.5
2011-06-09,31.8,23.4,0,6.6,0,0,64,245
2011-06-10,26.8,22.6,45.4,1.3,0,1,86,262
2011-06-11,25.6,22.2,29.4,1.6,17,0,91.5,267
2011-06-12,25.9,22.1,5.6,1.2,7,3.1,90.5,261
2011-06-13,29.5,22.3,3,2.5,1,6.8,80,271
2011-06-14,30.5,22.8,2.6,5.5,0,5.3,77,264.5
2011-06-15,28.9,21.7,2.4,3.7,0,1.2,76.5,250.5
2011-06-16,29.2,22.8,0.3,4.4,0,0.7,79.5,264.5
2011-06-17,28.5,22.2,5.3,3.2,2,4.1,89,271
2011-06-18,29,22.8,0.6,4.1,0,6.2,79,261.5
2011-06-19,29.9,23.4,0,4.2,0,5.6,71.5,248
2011-06-20,30.1,23.5,0.2,4.1,0,2.1,72.5,251.5
2011-06-21,28.9,23.1,2.2,3.7,0,3.6,74,251.5
2011-06-22,29.1,23.6,0.2,4.8,0,2.8,79,264.5
2011-06-23,29.8,23.8,1.8,4.7,0,8.7,73,256.5
2011-06-24,30.6,23.6,0,5.5,0,5.2,71,257
2011-06-25,30,24.5,0.1,5.8,0,0.5,68.5,245.5
2011-06-26,30.6,23.8,0,4.6,0,0,71.5,244
2011-06-27,27.9,23.7,0.9,3.2,0,4,78,252
2011-06-28,29.9,23.1,7.2,3.5,1,1.3,81.5,266
2011-06-29,29,23,5,3.2,2,2.4,83,262
2011-06-30,29.4,22.5,0.2,5.1,0,5.4,73,244.5
2011-07-01,30.7,27.6,0,4.8,0,6.2,72,251
2011-07-02,30.7,22.5,0.1,4.1,0,5,72.5,252
2011-07-03,30.5,22.8,2.8,1.5,0,0,74,251
2011-07-04,27.3,21.5,1.5,3.6,0,5.1,84.5,264.5
2011-07-05,30.1,22.3,6.2,3.4,0,7.1,75.5,253.5
2011-07-06,31.4,23,0.4,4.7,2,0.8,72.5,254
2011-07-07,29.5,23.7,1.4,3.3,0,1,85.5,262.5
2011-07-08,29.1,21.3,5.5,0.4,2,0.8,83.5,257.5
2011-07-09,27.3,21.5,11.5,3.9,5,2.5,81.5,240.5
2011-07-10,28.6,21.6,5.2,0.2,2,4.7,88.5,254.5
2011-07-11,28.8,22.3,3.1,4,0,8.3,86,255
2011-07-12,29.7,22.4,0.3,4.4,0,1.7,83.5,264.5
2011-07-13,28.5,22.8,0,4.7,0,0,79.5,250.5
2011-07-14,26.2,21,16.5,1.6,9,0,82,249
2011-07-15,26,21.5,0.2,2.2,0,3.7,86,245
2011-07-16,29.1,22.3,1,4.1,0,1.2,77.5,250.5
2011-07-17,29.1,22.4,14.5,0.3,7,0,84.5,265.5
2011-07-18,27.4,22.8,33.1,2.5,16,0,95,279.5
2011-07-19,26.5,22.8,20.2,2.1,6,0,93.5,276.5
2011-07-20,25,22.4,37.6,1.4,12,0.9,93.5,273.5
2011-07-21,28.5,23.2,0.4,4.7,0,0.8,84,254.5
2011-07-22,27.8,22.8,0.4,2.7,0,0.8,77,250
2011-07-23,28.2,22.5,0.1,3.8,0,2.9,81.5,251.5
2011-07-24,28.9,21.6,1.8,2.4,0,4.1,78.5,250
2011-07-25,28.6,23.3,0.1,2.9,0,6.2,78,251.5
2011-07-26,30.6,22,0,4,0,2,74.5,258
2011-07-27,30.8,22.8,6.9,5.1,1,3.5,87.5,268
2011-07-28,30,22,0,4.7,0,5,77,257.5
2011-07-29,29.6,21.5,23.8,4.6,7,3.6,79,256.5
2011-07-30,27.6,22.2,7.3,3.1,1,2.7,84.5,261.5
2011-07-31,28.6,21.8,10.4,2.2,5,0.1,83,246.5
2011-08-01,26.7,21.8,3.8,3.2,2,0.3,88.5,257
2011-08-02,26.9,22.1,6.7,1.9,2,0.8,90,261.5
2011-08-03,27.3,22.7,0.8,3.5,0,0.8,88,270
2011-08-04,27.8,22.1,0.1,3.6,0,0.7,78.5,248
2011-08-05,27.7,22.5,2.8,1.3,0,1.5,84,251
2011-08-06,27.7,22.3,2.3,2.9,1,2.4,87,261
2011-08-07,28.5,22.5,0.5,1.1,0,1.7,85,267
2011-08-08,28.1,22.9,0.1,3.3,0,4.3,78.5,242.5
2011-08-09,28.5,22.9,1,4.2,0,0.3,83,254.5
2011-08-10,27,23,0.7,2.8,0,2.5,78,248
2011-08-11,27.9,22.8,2.4,3.1,0,6,84,257.5
2011-08-12,28.8,22.7,0.9,2.7,0,2.8,79,253
2011-08-13,27.2,22,5.4,3.7,1,2.4,87,258.5
2011-08-14,27.9,22.6,0.4,1.6,0,0.9,85,259.5
2011-08-15,26.9,22.2,2,4.2,0,6.5,84,259
2011-08-16,28.9,22,0.1,3.4,0,3.1,79.5,251
2011-08-17,27.8,21.8,0.8,3.1,0,3.9,81.5,256
2011-08-18,28,20.5,1.3,2.6,0,7,82.5,251
2011-08-19,29.8,22.3,0,4,0,6.5,81.5,252.5
2011-08-20,30,22.3,0,4.8,0,9.7,78,254
2011-08-21,30.6,23,0,5.4,0,1.9,74.5,252.5
2011-08-22,29,22.1,0.5,5.2,0,6.3,78,249
2011-08-23,30.9,22.5,0,4.7,0,1.6,81,266
2011-08-24,29.8,22.3,0,4.6,0,4.8,79,256
2011-08-25,28.7,22.2,1,2.5,0,0,85.5,247
2011-08-26,24.7,22.3,0.3,3.6,0,0,87,249
2011-08-27,26,21.2,16,1.5,13,0,88.5,253.5
2011-08-28,24,21.2,15.9,0.2,12,0,92,242
2011-08-29,26.1,21.3,10.3,4.3,5,0,92,254.5
2011-08-30,24.4,22.2,39.6,2.5,9,1.9,92,257.5
2011-08-31,28.1,21.8,2.2,2.1,0,3.8,87,264
2011-09-01,29.3,22.8,0.1,3.3,1,0.6,82.5,273
2011-09-02,27.9,22.1,11,3.1,7,1.2,84.5,266
2011-09-03,28.1,22.6,14.1,2.7,8,0,86,262.5
2011-09-04,25,22.7,81.2,1.1,12,2.2,95,286
2011-09-05,27.8,22.4,1.8,1.9,0,3,83.5,261
2011-09-06,27,22,1.8,3.9,0,0.7,90,261
2011-09-07,26.9,22.1,11.4,1.4,7,2.4,88.5,255
2011-09-08,27.9,22.1,4.8,2.2,1,9,89.5,262.5
2011-09-09,28.8,22.3,0,4.6,0,5.7,75,242
2011-09-10,28.9,22.1,0,5.1,0,2.2,71,232
2011-09-11,28.1,21.1,0.5,4.2,0,3.9,77,249.5
2011-09-12,27.9,21.6,2.2,4,1,1.6,85,249.5
2011-09-13,27.8,19.7,0,3.3,0,7.6,82.5,249.5
2011-09-14,30.2,22.3,0,3.5,0,6.1,74.5,249.5
2011-09-15,31,22.8,0.5,3.5,1,5.2,79,259.5
2011-09-16,31.1,21.5,13.6,3.7,4,5.4,83.5,265
2011-09-17,29.1,20.8,0,3.4,0,7.7,76.5,238.5
2011-09-18,29.1,21.8,0.6,4.4,0,1,75.5,244.5
2011-09-19,27.6,19.3,0,4.1,0,8.8,78,233
2011-09-20,29.6,20.8,0,2.5,0,4.6,71,233
2011-09-21,29.6,19.9,1.5,3,0,4.5,84,240.5
2011-09-22,28.5,19.2,0,4.3,0,9.7,75.5,221.5
2011-09-23,29.4,18.3,0,4.8,0,9,73,222.5
2011-09-24,29.2,20,0,4.6,0,8,70,221
2011-09-25,29.8,19.2,0,4.9,0,9.6,71.5,220
2011-09-26,30.6,19.5,0,6,0,10.3,68,217.5
2011-09-27,31.3,20,0,5.8,0,8.9,65.5,212.5
2011-09-28,31,20,0,6.2,0,5.8,70,222.5
2011-09-29,31.1,21.3,38.2,4.2,2,5.3,89,248
2011-09-30,30.9,20.5,37.3,5.6,2,3.1,88.5,243
2011-10-01,29.7,22.2,1.1,3,0,2.5,89.5,262.5
2011-10-02,31.1,22.8,3.6,3.2,0,2.4,86.5,261
2011-10-03,31.1,20,15.1,1.9,8.9,0,92,275
2011-10-04,30.9,20.4,0,5.3,0,5,73.5,237.5
2011-10-05,30.4,20.3,0,3.7,0,8.2,76.5,233
2011-10-06,31.7,18.9,0,4.2,0,8.4,67,231.5
2011-10-08,32.4,21.8,1.4,5.4,0,4.6,68.5,227
2011-10-09,32.5,20.8,17.3,2.4,0,8.1,73,245
2011-10-10,33.4,21.5,0,6.9,0,7.5,69.5,226.5
2011-10-11,34,22.2,0,5.6,0,4.3,70.5,253.5
2011-10-12,33,20,105.1,7,15,1,73,262.5
2011-10-14,30.9,21.7,2.6,4,0,6.9,84.5,268
2011-10-15,32.4,21.4,0,2.9,0,5.3,91,256
2011-10-16,32.5,20.3,48.7,3,10,1,75,251.5
2011-10-17,31.9,21.3,0,3,0,5.2,80,278
2011-10-18,31.7,21,7,2.9,1,2.5,79.5,250
2011-10-19,30.4,21.6,0,3.6,0,8.1,81.5,237.5
2011-10-20,32.2,20.6,1.1,3.5,0,8,76.5,260.5
2011-10-21,31.9,17.3,0,4.1,0,10,79.5,251
2011-10-22,32.6,15.6,0,3.3,0,10,73.5,257
2011-10-23,31.9,15.5,0,4.4,0,9.4,78,256.5
2011-10-24,31.9,15.2,0,4,0,9.8,64,206.5
2011-10-25,31.2,12.6,0,4.7,0,9.5,64,203
2011-10-26,31.6,14,0,5.1,0,9.3,59,183
2011-10-27,31.7,16.8,0,3.1,0,7.2,53,159.5
2011-10-28,31.7,19.8,0,4.6,0,6.3,49,151.5
2011-10-29,30.5,20.4,0,4.2,0,3.7,54.5,173
2011-10-30,30.3,19.3,0,4.4,0,8.1,51,176
2011-10-31,31.3,16.6,0,5.3,0,9.6,64,200
2011-11-01,31.5,15.9,0,5,0,9,61,208
2011-11-02,31.8,16.8,0,4.9,0,8.4,57,193.5
2011-11-03,31.6,16.1,0,4.7,0,8.7,57.5,179.5
2011-11-04,31.1,15.6,0,4.9,0,9.1,62.5,197
2011-11-05,31.2,16.2,0,5,0,8.9,63.5,205.5
2011-11-06,31.7,17.3,0,5,0,9.4,61.5,194.5
2011-11-07,32.4,15.4,0,4.9,0,9.7,59.5,184
2011-11-08,32.6,14.5,0,5.7,0,9.5,59.5,195.5
2011-11-09,32,13.9,0,4,0,9.5,56,184.5
2011-11-10,31.6,14.1,0,4.5,0,9.2,59,179.5
2011-11-11,31.9,13.4,0,5,0,9.7,60.5,184.5
2011-11-12,33.1,14.4,0,3.9,0,9.5,56.5,167
2011-11-13,33.1,14.6,0,3.5,0,9.3,62.5,176.5
2011-11-14,33.3,15.7,0,3.8,0,8.7,58,171
2011-11-15,32.9,15.8,0,3.8,0,8.2,57,183
2011-11-16,32,14.5,0,3.5,0,9.1,59,186.5
2011-11-17,31,11.9,0,5,0,10.1,63.5,197.5
2011-11-18,30.9,10.7,0,5.2,0,9.9,66.5,189
2011-11-19,31.2,11,0,5.5,0,9.9,60,170.5
2011-11-20,31.6,12,0,4,0,9.6,43,122.5
2011-11-21,31.8,12,0,4,0,9.7,44,121
2011-11-22,31.3,11.8,0,5.9,0,9.6,48,147
2011-11-23,30.6,10.9,0,4.5,0,9.3,50,141.5
2011-11-24,29.4,12.7,0,4.2,0,6.5,53.5,146
2011-11-25,29,13.6,0,4.2,0,2.9,53.5,140
2011-11-26,29.2,12.8,0,3.5,0,5.5,57.5,142
2011-11-27,30.1,18.4,0,3.6,0,3.5,61,154.5
2011-11-28,30.8,22,0,4.3,0,0,67,158.5
2011-11-29,28.4,20.9,0,3.7,0,6,70.5,194
2011-11-30,31.6,16.3,0,5.6,0,6,58,191
2011-12-01,32.4,18.1,0,4.5,0,7.6,70.5,224.5
2011-12-02,32.6,17.3,0,5.4,0,9.4,63.5,201
2011-12-03,32.6,13,0,4.8,0,9.4,64,197.5
2011-12-04,31.9,14.1,0,3.9,0,9.4,67.5,220.5
2011-12-05,32.2,14.5,0,4.3,0,8.2,63,193.5
2011-12-06,33.1,15.7,0,4.9,0,7.7,60,167
2011-12-07,32.6,14.7,0,3.9,0,8,56,174.5
2011-12-08,30.9,12.7,0,3.2,0,8.9,63,187
2011-12-09,29.9,11.1,0,3.5,0,8.6,63,173.5
2011-12-10,31.7,12.9,0,2.9,0,8.7,63.5,164
2011-12-11,31.9,12.2,0,3.4,0,9,58,148.5
2011-12-12,31.7,13,0,1,0,8.2,64.5,167.5
2011-12-13,31.2,13.7,0,3,0,8.2,61.5,169
2011-12-14,30.7,13.4,0,3.3,0,8.5,60.5,159.5
2011-12-15,29.4,11,0,3.9,0,8.4,69.5,183
2011-12-16,29.5,10.3,0,3.7,0,8.8,66.5,177
2011-12-17,29.5,10.9,0,3.1,0,9,62,155.5
2011-12-18,30.4,10.5,0,3.5,0,8.2,60.5,138
2011-12-19,30.4,10.8,0,3.2,0,8.2,63,141.5
2011-12-20,29.5,11.6,0,3.1,0,7.9,62,141.5
2011-12-21,29.4,10.7,0,3.9,0,8.4,61,136
2011-12-22,29,10.7,0,2.9,0,7.7,68,145
2011-12-23,29.5,10.4,0,3.1,0,7.2,67,137
2011-12-24,28.7,10.5,0,3.2,0,8.8,67,144.5
2011-12-25,30.3,9.7,0,2.9,0,8.8,66,139
2011-12-26,31,8.8,0,4.2,0,8.9,65.5,132
2011-12-27,30.9,7.6,0,3.7,0,9.3,60,127
2011-12-28,31.2,8.6,0,3.2,0,8.3,64,133.5
2011-12-29,29.9,8.8,0,3.6,0,7.9,57,107.5
2011-12-30,28.1,7.9,0,3.4,0,8.7,55.5,101.5
2011-12-31,30.8,10.1,0,5.5,0,9,61,121
2012-01-01,32.3,15.2,0,3.8,0,3.1,63.5,115
2012-01-02,30.6,15.3,0,3.3,0,7.9,65,129
2012-01-03,30.9,14.9,0,4.5,0,8.9,62,154.5
2012-01-04,31.4,12.6,0,4,0,9.6,65,188.5
2012-01-05,32.5,12.6,0,3.8,0,9.4,68.5,189
2012-01-06,32.3,13.8,0,0,0,0,65.5,169
2012-01-07,31.9,10.7,0,4,0,9.6,55,139
2012-01-08,31.4,9.1,0,4.3,0,10.1,64.5,158
2012-01-09,30.4,7.2,0,3.4,0,9.6,62.5,148.5
2012-01-10,28,7.8,0,4.6,0,9.3,54.5,113
2012-01-11,26.9,7.7,0,4.3,0,9.6,54,106.5
2012-01-12,25.9,6.8,0,3.4,0,9.6,55,101
2012-01-13,26.9,6.6,0,3.6,0,9.5,59.5,102
2012-01-14,27.1,7.6,0,4.7,0,9.6,55.5,99
2012-01-15,27.9,7.4,0,3.4,0,9.3,57,92.5
2012-01-16,30,8.2,0,3.3,0,9.6,57.5,97.5
2012-01-17,31.1,8.1,0,3.8,0,9.7,52,98.5
2012-01-18,31,9.4,0,3.6,0,9.5,54.5,97.5
2012-01-19,27,9.9,0,3.6,0,9.8,53,94.5
2012-01-20,25.1,7.8,0,2.3,0,9.5,57,97
2012-01-21,27.2,8.7,0,2.3,0,9.2,36,114
2012-01-22,29.6,11.2,0,3.8,0,9.2,59.5,127.5
2012-01-23,29,13.8,0,3.3,0,6.3,63,121.5
2012-01-24,30.1,13.8,0,4,0,6.5,91,132
2012-01-25,29.6,13.5,0,3.1,0,7.8,69.5,151.5
2012-01-26,30.6,11.8,0,3.4,0,9,64,154.5
